title,author,description,cover_url,goodreads_id,average_rating,ratings_count,review_count,external_url,genres,language,page_count
أحبك وكفى,,"ktb ( 'Hbuki w kf~ ) hw 'wl ktb Sdr llktb ( mHmd lslm ), w tnw` lktb m byn lnSwS lqSyr@i w lTwyl@. fy ktb 'Hbuki w kf~ y'khdhun lkatb fy jwl@in jmyl@in Hwl bstyni l`shqi w lHbi. w ybdw 'n lktb mHmd 'rd Zhr mHtw~ lktb bTryqthi lkhS@ `ndm qm btSmym lGlf lktb bnfsh.
j `l~ lGlf lkhlfy :
ny 'Hbuki `ndm tuGnyn w tarqSyn 'mmy , ftmylu m` khSrtki klu l'shyi , ydhwb ljmd w tsht`lu l'shjr ..
tarqSyn brq@in w khf@ , w bmkrin w Gwy@ , tarqSyn ltthyryny bm 'n`m llh `lyki mn jmlin w khSrin , w 'nti t`lmyn
y Hbybty , f mthly l yHtj thr@an blrqS , f 'n jdan D`yfun 'mm Hsnuki , fqT qwly Hbyby t`la fy HDny ,
t`l f 'n lHlw~ tntZruki bl`sli lldhydhi !!
ny 'Hbuki `ndm ttamylyn Hban m` Hrwfy , fHrfun y'khdhuki hnk llrqS mn lqmri , w Hrfun 'khr ybdda lmsfti bynuki
w byny , yj`lu qlbuki ynbDu ly , w yj`lu ywmki s`ydan by , yj`luny 'n s`yd , bHbin lys lhu mthyl",https://images.gr-assets.com/books/1371165415m/17156148.jpg,17156148,3.67,1862,181,https://www.goodreads.com/book/show/17156148,Poetry,ara,146
في القدس,,"fy lqds yzddu lhllu tqwsan mthla ljnyn
Hadban `l~ 'shbhh fwqa lqbbi
taTawaWrat m baynahm `abra lsnyna `ilq@u l'abi blbanyn
...
fy lqds 'bny@un Hjrtuh qtbstun mn lnjyli wlqran
fy lqds t`ryfu ljmli muthamaWnu l'Dl`i 'zrqu,
fawqahu, y dma `izuWka, qubaW@un dhahabiyaW@un,
tbdw br'yy, mthl mra@ mHdb@ tr~ wjh lsm mulakhaWSaan fyh
tudaliWluh watudniyh
tuwaziW`uh ka'akysi lm`uwna@i fy lHiSari lmstaHiqiWyh
dh m 'umaW@un mn b`di khuTba@i jum`a@in madaWt bi'aydiyh
wfy lqds lsmu tafaraWqat fy lnsi tHmyn wnHmyh
wnHmluh `l~ 'ktfin Hamlan
dh jarat `l~ 'qmrih l'zmn
...
fy lqds '`md@u lruWkhmi ldkntu
k'naW t`ryqa lruWkhmi dkhn
wnwfdhun t`lw lmsjda wlkny's,
'amsakat bydi lSuWbHi turiyhi kyfa lnqshu bl'lwni,
wahwa yqwl: ""l bl hkdh"",
fataquwlu: ""l bl hkdh"",
Ht~ dh Tl lkhlfu tqsm
flSbHu HurunW khrja l`atabati lakin
n 'rda dkhwlah
fa`alayhi 'n yarDa~ bHukmi nwfdhi lraWHmn
...
fy lqds mdrs@un lmmlwkin 't~ mm wra lnhri,
b`whu bswqi nikhasa@in fy Sfhna ltjrin mn 'hli bGddin 't~ Hlban
fkhfa 'myruh mn zurqa@in fy `aynihi lyusra~,
f'`Thu lqfl@in 'tt mSran, f'SbHa b`da bD`i snyna GalaWba lmGwli wSHba lslTn
...
fy lqds ry'H@un tulakhiWSu bblan wlhnda fy dkni `Trin bkhni lzyt
wllhi ry'H@un lh lG@un satafhamuh dh 'SGayt
wtqwlu ly dh yTlqwna qnbl lGz lmsyiWli lldmw`i `alayaW: ""l tHfl bhm""
wtfwHu mn b`di nHsri lGzi, wahya tqwlu ly: ""'r'yt!""
...
fy lqds yrtHu ltnqDu, wl`jy'bu lysa ynkruh l`ibdu,
k'nh qiTa`u lqimashi yuqaliWbuwna qadiymh wajadiydah,
wlm`jztu hnka tulmasu blyadayn
...
fy lqds lw SfHta shykhan 'w lmsta bny@an
lawajadta mnqwshan `l~ kafaWyka naSaW qSyda@in
ybna lkrmi 'w thnatayn
...
fy lqds, rGma ttb`i lnaWkabti, ryHu br@in fy ljwiW, ryHu Tufuwla@in,
fatar~ lHmma yaTiyru yu`linu dawla@an fy lryHi bayna raSaSatayn",https://images.gr-assets.com/books/1317145824m/6203048.jpg,6203048,4.33,1828,187,https://www.goodreads.com/book/show/6203048,Poetry,ara,175
ديوان المتنبي,,"dywn lmtnby
kn lm`ry 'wl mn jm`h fy ktbh m`jz 'Hmd
fyh m SH 'nh llmtnby, 'fDl sh`r l`rb qwl, w 'jwdhm m`n~
yHtw~ dywnh `l~ 'rq~ lmdHyt w '`nf lfkhryt lty qylt fy trykh lsh`r l`rby",https://images.gr-assets.com/books/1299952133m/6348484.jpg,6348484,4.38,1721,109,https://www.goodreads.com/book/show/6348484,Poetry,ara,444
الحزن البعيد الهادي,,ldywn lthny llsh`r bl`my@ lmSry@.,https://images.gr-assets.com/books/1420829074m/24398698.jpg,24398698,3.92,1677,168,https://www.goodreads.com/book/show/24398698,Poetry,ara,203
ذاكرة اللوز,,"hdh lktb : slsl@ mn lhzy'm ljmyl@ `l~ `tbt lmqhy , lmwsyq~ , lns , lmdn / lfrH , llyl , lsht , l`Sfyr , lshwr` , ldhkr@ , lzmn@ , lrSf@ , lkhdwsh , lqmH , lmwt , lmnf~ , lnsyn , lSdf , lSHf , lshjr , llwn , lkhyn@ , lwHd@ , ljr'@ , ljnwn lwl , lnsyn , llzw , lHlm .",https://images.gr-assets.com/books/1379486491m/18516208.jpg,18516208,3.55,1676,304,https://www.goodreads.com/book/show/18516208,Poetry,ara,170
العواصف,,"ytHdth jbrn fy hdh lktb `n lHy@ wlmwt wlHb, bmnTqy@in flsfy@ muzdn@an bdybj@ 'dby@; fhw ystnTq bflsfth 'lsn@ l'zhr wl'shjr lky yufSH mn khllh `maW fy hdh lkwn mn 'srr. wqd qsaWm jbrn fy hdh lktb klm@ l`bwdy@ wfqan ldwr l'shkhS fy tmthyl l`bwdy@ `l~ msrH lHy@ lnsny@, km wSf Hl lshrqyyn wjsdhm fy Swr@in tuZhiru khnw`hm wtkhdhlhm, wSfan lshrq b'nh lmryD ldhy tnwbth l`ll wtdwlth l'wby'@ Hty t`waWd lsaWqma w'alifa l'lm, wyd`w jbrn llkhrwj mn hdhh lHl@ lHDry@ mn khll tmjydh lqym ltmrd wltHly brwH lfrd@ bdl mn lnsyq wr ltqlyd bshkl '`m~.",https://images.gr-assets.com/books/1306519740m/7623006.jpg,7623006,3.95,1322,138,https://www.goodreads.com/book/show/7623006,Poetry,ara,240
كلب ينبح ليقتل الوقت,,"tbdw hdhh lmjmw`@ lsh`ry@ Sdm@ bHyth yu`jn l'ml fy lHZt lqsw@, lybdw jz mnh
""lsukWr""
btsmtk blskr
dm`tk blskr
tqfyn fy lm w l ydhwb lskr.
tq`yn w l tnfrT Hbth.
lan `rft
lmdh ytshjr l'Tfl
`l~ qbltk.
'hsh lfrsht lmltSq@a bjsdk
ky l tTyry
w 'bq~ wHdy.
'nt tshykhyn fy l'rb`yn
ltzddy mhb@.
wznk lmtnqS ykhtlT blhw
lyashfa~ ns mSbwn bl'mlH.
'snnk tsqT
l'nki l ylyq bki l 'snn dhhby@.
tmrDyn bl'mrD lHlw@
'yth llSW@ lSGyr@
knt tsrqyn byDt djjtkm
w tfrTyn fy 'kl lHlw~.",https://images.gr-assets.com/books/1304085360m/11248257.jpg,11248257,3.58,1232,293,https://www.goodreads.com/book/show/11248257,Poetry,ara,35
كلك الليلة في صدري,,"lkn l shy tGyr ..
Zlltu 'smrki
fy Zll lnhr
wfy `tm@ llyli lTwl.",https://images.gr-assets.com/books/1413707098m/23394591.jpg,23394591,3.69,1222,75,https://www.goodreads.com/book/show/23394591,Poetry,ara,128
زحمة حكي,,"ytDmn ktb zHm@ Hky mjmw`@ mn ltjrb lHyty@ wl'Hsys wlmsh`r lty ymr bh lnsn khll mshwr Hyth khS@ lmsh`r l'wly@, mn msh`r l`jb wlHb wlkhwf, km yHtwy ktb l`lmy `ly njm bkwr@ -ldhy y`d ktbh l'wl- `l~ mjmw`@ mn lmsh`r lqdym@ wlmsh`r lty tnDj 'mm kl mshkl@ twjhn fy lHy@, wmsh`r tktshf nfsh bnfsh m` kl tjrb@ jdyd@ nkhwDh fy lHy@.
bkl SfH@ mn SfHt ktb zHm@ Hky stjd 'yh lqry' 'Hsys mkhtlf@, ftjd SfHt lktb mtSl@ wmnfSl@ fy nfs lwqt, mtSl@ l'nh mn nfs lqlb, wmnfSl@ l'n 'wqth wzmnh w'sbbh mkhtlf@, ldhlk 'rd lktb n yshrkk kl Hss mr `lyh fy ktb <>, mn khll fSwl lktb wlty tHtwy `l~ fDfD@ lmwqf wmsh`r w'Hdth mrt `lyh",https://images.gr-assets.com/books/1476158232m/32570443.jpg,32570443,3.1,1210,186,https://www.goodreads.com/book/show/32570443,Poetry,ara,200
فقه الحب,,klm Htdmt l'Hwl wHtdt mn Hwln wlHq b'rwHn lnHwl Ht~ Hrmn mm nHy wlh .. shtd Htyjn l~ lHb .. l~ Twq lnj@,https://images.gr-assets.com/books/1447099552m/27775468.jpg,27775468,2.69,1152,279,https://www.goodreads.com/book/show/27775468,Poetry,ara,159
رباعيات جلال الدين الرومي,,"ytnwl hdh lktb 'thran mn athr sh`r lSwfy@ l'kbr lsh`ry@ dht l'hmy@ lfy'q@, 'l why rb`yt mwln jll ldyn lrwmy, wtrjmth l~ l`rby@. wy`rf lrb`y lG@ wSTlHan, wyshyr l~ 'nh 'kthr Drwb lsh`r lfrsy 'Sl@, w'kthr tjlyt lrwH lyrny wlthqf@ lyrny@ shrqan, wynTwy `l~ lfkr lyrny@ lSrf@ bbyn bsyT wjdhb, b`yd `n kl Drwb ltklf wltSn`.
wywDH 'wzn lrb`y wqwfyh wmSTlHth, wkyfy@ nsh'th wzmn bdyth, w'wl mn 'nsh'h, w'nw`h lthlth@ fy lfrsy@, wywDH mnh lrb`y l`shqy, wlrb`y lSwfy.
wybyn 'hmy@ lrb`yt lSwfy@, wHjth l~ lt'ml, wt`lq lns bh, wshrwTh lfny@, wydhkr lsh`r lmjydyn bh, w'Swlh, wkhSy'S Sn`th lfny@.
km ytHdth `n rb`yt lrwmy lty blGt (1983) rb`y@, wlty tdwr Hwl rHl@ lnsn l~ lHq sbHnh bTyf ws` jdan, yshml afq ltjrb@ lrwHy@ lws`@ lmbd` mslm qlyl lnZyr fy trykh lthqf@ lnsny@, blh lslmy@.
thm ywrd lrb`yt lty tSwr Hl l`shq m` lm`shwq wlSl@ bynhm wm yktnf syr lslk fy Tryq lHq sbHnh, brsl@ tHml jml ltslym lmbd` kl jml, wrw`@ ltwjh lyh, lt'ty m` btrjmth l`rby@ ay@ mn ayt lbd` wlt'lq wlshrq",https://images.gr-assets.com/books/1304169142m/10806415.jpg,10806415,3.59,1065,265,https://www.goodreads.com/book/show/10806415,Poetry,ara,91
ألف وجه للقمر,,"'HuWbk.. qlth llfjri
Hyn 'TlW fy wjhy w `nqny
w HTm Hwly ljdrn
'HbuWk.. qlth llbHr
w l'mwju tHmlny lshTi 'mn
twr~ kluW m rsamat
`l~ wjhy ydu lTGyn..
ltbq~ Swr@u l'nsn",https://images.gr-assets.com/books/1354739124m/5885506.jpg,5885506,3.95,1049,127,https://www.goodreads.com/book/show/5885506,Poetry,ara,158
قالت,,"lkn l'ym `lmtny 'n lshms mhm Gbt lbd'n t`wd mr@ 'khr~..w'n lkhryf mhm Hml ll'shjr 'Hznan swf t`wd frHth m` kl rby` qdm.nn nstTy` 'n nbny fwq l'nqD qSwran..wfwq lSHr wHt jmyl@..
'`rf km 'nt Hzyn ..wkm 'n mthlk Hzyn..
lkn l'ml hw lshrr@ lt~ tstTy` 'n nDy mnh Zlm 'ymnwHzn lylynwn`yd lbtsm@ l~ kl shy Hwln.
n lrby` lqdm mn b`yd ybshrny b'n Hdyqtn lSGyr@ lkhly@ st`wd 'zhrh km knt.. w'n l`Sfyr lty hjrt `n b`D lwqt swf t`wd mr@ 'khr~ tGny ln",https://images.gr-assets.com/books/1305863626m/10365836.jpg,10365836,3.95,1031,189,https://www.goodreads.com/book/show/10365836,Poetry,ara,163
على متن حقيبة,,,https://images.gr-assets.com/books/1450219553m/28219128.jpg,28219128,3.78,1030,157,https://www.goodreads.com/book/show/28219128,Poetry,ara,384
يوميات امرأة لا مبالية,,"lnyl wlfrt:
""'n 'nth~.. 'n 'nth~, nhr 'tyt lldny, wjdt qrr `dmy.. wlm 'r bb mHkmty, wlm 'r wjh Hkmy, `qrb hdhh ls`@ kHwt 'swd lshftyn ybl`ny.. `qrbh kth`bn `l~ lHy'T, kmqSl@, kmshnq@, kskyn tmzqny... klS msrH lkhTwt, ytb`ny.. wytb`ny.. lmdh l 'HTmh? wkl dqyq@ fyh tHTmny... 'n mr'@.. bdkhlh, twqf nbD lzmn, fl nwWr '`rfh wl nysn y`rfny.."".
lmr'@ l mbly@ ynsj Hkyt, ywd`h qSy'dh lty tkrs lwnan fnyan tsmt bh qSy'd sh`r rsm.",https://images.gr-assets.com/books/1257193245m/6944946.jpg,6944946,4.0,991,134,https://www.goodreads.com/book/show/6944946,Poetry,ara,160
أنا خائف,,"ktb 'sh`ry lrb` smh ""'n khy'f"". 'khf fyh mn 'Sdqy'y w'`dy'y wlmrD wlmDy wSbH Gd wnfsy 'n nfsy wmn kl l`lm. ly khms@ ktb w'khf, l 'zl, mn lktb@. l '`rf kyf stT`t 'n 'Dm lHrf llHrf",https://images.gr-assets.com/books/1304623286m/11296693.jpg,11296693,3.58,930,229,https://www.goodreads.com/book/show/11296693,Poetry,ara,22
أخاف عليك,,"'khf `lyk
'khf `lyk mn 'n ttwT' l'shy Ddk w'n b`yd `nk
kdhkr~ qdym@,
'khsh~ 'n tHtjy l~ shkhS llHdyth `n 'wj`k,
w`n Htyjtk l`Tfy@, w`n shwq ymwt fy
Sdrk dwn 'n ys`fh 'Hd!
'w yfhm kl lklm ldhy ynbt fy Hnjrtk dwn 'n
yqTfh 'Hd lyhdyh lmn tHbyn.",https://images.gr-assets.com/books/1446910055m/27558973.jpg,27558973,3.55,929,127,https://www.goodreads.com/book/show/27558973,Poetry,ara,117
إني المشنوق أعلاه,,,https://images.gr-assets.com/books/1356234030m/7787218.jpg,7787218,4.06,919,220,https://www.goodreads.com/book/show/7787218,Poetry,ara,45
عجوز تؤلمه الضحكات,,"l ttdhkr 'Hynan
kyf tbl` lm
mlq@
`l~ lrSyf
nSf mdhb@ fy m lmTr
turbWt `l~ lqTT
lty tt`sh~ mn rkbtyh
wtSTd
, bjzmth lmmzq@,
lDHkt
lmtsll@
mn 'bwb lmnzl.",https://images.gr-assets.com/books/1304591668m/11295077.jpg,11295077,3.58,917,235,https://www.goodreads.com/book/show/11295077,Poetry,ara,32
الحياة كما لو كانت نزهة ويك إند,,"l'shy lkhfyf@ krshf@ shy
kkwblyh 'uGny@
kmuklm@in htfy@ Hmym@
.knzh@i wyk nd 'yDan
""tm twfyr lktb ltHmylh bl'sfl""",https://images.gr-assets.com/books/1331188228m/13516581.jpg,13516581,3.31,913,215,https://www.goodreads.com/book/show/13516581,Poetry,ara,135
أميات نجيب سرور,,"m tu`arWyh l'myt mn `rD srTn ld`rh f~ lwsT lfn~
.. mwjwd f~ jmy`
l'wsT wf~ Hsn l`y'lt wf~ kl mwq` mn mwq` Hytn lthwryh jdan.
- mn l'fDl n yktb kl mSr~ ks 'myth lkhSh , mn mwq`h lkhS ,
kwthy'q ntql tdryj~ l~ sn@ 2000",https://images.gr-assets.com/books/1305053668m/6274667.jpg,6274667,4.11,909,184,https://www.goodreads.com/book/show/6274667,Poetry,ara,134
يوميات الحزن العادي,,"ywmyt ktbt `n ftr@ `ysh drwysh l'wl~ fy flsTyn qbl thjyrh, ttsm blHzn wlthwry@
fy hdh lktb ywSWf mHmwd drwysh nthran m alt lyh Hl@ lsh`b lflsTyny wm y`nyh mn l`dw lsry'yly lshrs fy lwTn lmHtl wfy lmnfy Ht~ btt 'ymh ywman Twylan mn lqhr wlHzn. SHyH `ndm bd' yktb mHmwd drwysh ktb `n nfsh wm`nth lshkhSy@. lkn m y`nyh lsh`r y`nyh lmlyyn mn sh`bh",https://images.gr-assets.com/books/1267909730m/5269911.jpg,5269911,4.28,905,108,https://www.goodreads.com/book/show/5269911,Poetry,ara,154
أكاذيب سمكة,,"mjmw`@ sh`ry@
Mensonges d'un poisson",https://images.gr-assets.com/books/1308544003m/11779543.jpg,11779543,3.55,903,82,https://www.goodreads.com/book/show/11779543,Poetry,ara,0
أرواح عارية,,"Zllt Tryqy..
klm styqZt 'jsd lny'myn `jzt fy l`thwr `l~ mkn yrHb bmqdmy,
mndh lkhlq l'wl w'n 'tsk` byn 'shy lHy@ l`dyd@ wl 'jdny, stmr fy mlHq@
knhy ky '`lm `ny, wb`d Hyn mn ldhr knt rwH hlmy@ l tmlk m ystr `wrth,
w'rt`d fynskb lmTr!
Swty lhsh ynbsh `n nGm ytfrd bh,
wjhy lbht bHth `m ystnd lyh,
jsd frG l shy ymkn b'n yhtdy lyh!
wk'nm smy Dy'`.. fhdhh rwHk 'nta, whdhh rwHk 'nti, whdhh rwHu man?",https://images.gr-assets.com/books/1278344583m/8540727.jpg,8540727,3.52,866,131,https://www.goodreads.com/book/show/8540727,Poetry,ara,215
الرقص مع البوم,,"""hl tHb lbwm?"" hl shhdt mr@ bwm@ fy syrk? nh mkhlwq yst`Sy `l~ ltdjyn, wyrfD ltswl l`Tfy wmnTq ll`b@ lst`rDy@.. hl shhdt bwm@ tHwl DHk 'Hd, 'w jrWh l~ md`bth kklb zyn@ yhzW dhylh? hl shhdt mrW@ bwm@ mstqr@ fy qfS tGrd ldhlh? hl `rD `lyk 'Hd shy bwm@ fy swbr mrkt lmkhlwqt ldjn@? lbwm@ l tub`.. wlknh tHlq l~ m tHb wmn tHb. 'fl tHbh?"".
klmt Gd@ lsmn tlk td`wk llt'ml, lmrj`@ Hsbtk fym tHb wfym l tHb, wltqym myznan lkhT' fy Hsbtk lqdym@ wfy mfhymk lty st`rth mn lmwrwth 'w mn lakhryn thm Htlt jzan mn qn`tk dwn tfkyr. wnSwS Gd@ lsmn fy ktbh hdh hy fy Zhrh d`w@ l`qd `lq@ wd m` lbwm llrqS m`h bd Twl mjf@, why fy bTnh flsf@ lTyf@ mHbb@ tnfdh m` lbwm l~ lqlwb, wtst'thr blfkr lkwnh tshkl mnH~ 'dbyan 'rdth Gd@ lsmn b`ydan, 'w rbm mwzyan l'`mlh lrwy'y@ khSwSan wl'dby@ `mwman, nw` mn lbd` l'dby ldhy ySb fy nhr l`T lnsny ldhy yjry Gzyran `nd mkhzwn lktb@ lbd`y.",https://images.gr-assets.com/books/1267642370m/7223390.jpg,7223390,3.5,850,128,https://www.goodreads.com/book/show/7223390,Poetry,ara,176
لافتات 1,,"sb`wn T`n@ hn mwSwl@ lnzf
tbdy wl tkhfy
tGtl khwf lmwt fy lkhwf
smyth qSy'dy
w smh yqry'y Htfy
w smny mntHr bkhnjr lHrf
l'nny fy zmn lzyf
w l`ysh blmzmr w ldf
kshft Sdry dftr
w fwqh
ktbt hdh lsh`r blsyf",https://images.gr-assets.com/books/1390290498m/11717815.jpg,11717815,4.22,846,177,https://www.goodreads.com/book/show/11717815-1,Poetry,ara,164
يا مصر هانت وبانت,,"y mSr hnt w bnt klh km ywm
nhrn nd~ w nhr lndl msh byn
ldwl@ mfDlsh mnh l Hb@ shwm
lw msh mSdWq t`la ` lmydn `yn
y ns mfysh Hkm l mn khyl mHkwm
w ll~ Hyq`d f byth b`dh khyn
ll~ Hyq`d k'nh slm ltnyyn ll'mn bydyh w qlWh hma sknyn fyn
wSlt lDrb lrSS ` lkhlq f~ lmydyn
Ht~ ljthth Hjzwh kmnhm khyfyn
y mSr 'SbHn 'Hy w mytyn msjyn
fll~ Hyq`d f byth ybq~ msh mfhwm
w ll~ Hynzl lh~ Hrsih w Syn
y mSr hnt wbnt klh km ywm
nhrn nd~ wnhr lndl msh byn
nhrn nd~ wbydyn `l~ fkr@
wlSbH klh fDwl rH n`ml yh bkr@
ydh `l~ lbb wkhyf ylms l'kr@
dkhl y 'stdh brHtk w lbld Hr@
Hn zhqn nshwf lSbH mn br@
dkhl w khrWj bqy l`tm@ blmr@
lns d~ Hr@ w jnwd l'mn mDTr@
y SubH Tl`Wt rwHn ljl tyj~ ykh~WTl`yn njybh hh
f~ kl Hr@ w H~WHt~ w lw Drbwn blrSS lH~W
shwf lmdyn kd mfrwsh@ khlq w D~W
dym mfj'@ w dym wqth m`lwm
lHkm lyn w lyk~ lHq y mdyny mSr hnt w bnt klh km ywm
y Sf `skr bdl ldr` shylw tnyn
25ynyr y shbb fkryn ?
kn f~ njlyz w wzyr ldkhly@ tkhyn
kn `ndh brDw `skr zykm jmdyn
sbhm ymwtw `lwlh lm s'l fyhmknw shbhkm
'smykm 'smyhm
y `skr~ lbhwt ll~ btHmyhm
mmkn yrdw `lyk lm tndyhm ?!
y `skr~ 'n 'Sl~ bs bstGrb
lw lq~ tkl w tshrb .. qwm y `m Drb
Drb `shn lwzyr mn Drbtk yTrb
lkn HtshtGl yh lm lwzyr yhrb ?!
'mW lshdyd lqw~ lqdr 'bw lqdr
brmyl tlm@ nsh` `l~ mSr m lakhr
lw shfth mi`adida@ tktb 'db skhr
thbt yqwl llhrm y kbtn tkhr
w lm yzl m`tqd n lhrm Hyqwm
ad~ lHjr w lbshr qylyn y syd lqwm
w ldyn Hytrd yll~ `sht midWyn
y mSr hnt w bnt klh km ywm
nhrn nd~ w nhr lndl msh byn
dh Hkm 'sr@ w l khwfw w l khfr`
w l wj` bTn yt`lj bzyt khrw`
`ml mswjr b`yd `nk w l yTl`
.jrbn fyh kl sh~ ma lqyn sh~ ynf`
mTl`sh bl'dwy@ jrbn 'lf Tbyb
w l b`Tr@ shywkh lyhm blH w zbyb
w l bjHfl mGwl~ w Drb blqbqyb
`ml mswjr w sufl~ shGl tl 'byb
w shGl 'mryk mtGlWf w khtmh `lyh
Dyf zrn y`m mn Gyr d`w@ lbs byh
q`d tltyn sn@ mbyqwlsh q`d lyh
w lny@ ydyh lbnh lnbG@ b`dyh
w yqwl qD w qdr byn lbshr mHtwm
qlnlh Tyb w myn ql lqdr m`lwm ?
w ysh `rWfk y fkhmtk bldh~ kyn ?
!y mSr hnt w bnt klh km ywm
nhrn nd~ w nhr lndl msh byn",https://images.gr-assets.com/books/1328100948m/13448364.jpg,13448364,3.78,838,94,https://www.goodreads.com/book/show/13448364,Poetry,ara,135
كلمات سبارتكوس الأخيرة,,"klmt sbrtkws lkhyr@ - kml@ bSwt 'ml dnql
( mzj 'wWl ) :
lmjd llshyTn .. m`bwd lryH
mn ql "" l "" fy wjh mn qlw "" n`m ""
mn `lWm lnsn tmzyq l`dm
mn ql "" l "" .. flm ymt ,
wZlW rwH 'bdyW@ l'lm !
( mzj thn ) :
m`lWq 'n `l~ mshnq lSbH
w jbhty - blmwt - mHnyW@
l'nWny lm 'Hnh .. HyWh !
... ...
y khwty ldhyn y`brwn fy lmydn mTrqyn
mnHdryn fy nhy@ lms
fy shr` lskndr l'kbr :
l tkhjlw ..w ltrf`w `ywnkm lyW
l'nWkm m`lqwn jnby .. `l~ mshnq lqySr
fltrf`w `ywnkm lyW
lrbWm .. dh ltqt `ywnkm blmwt fy `ynyW
ybtsm lfn dkhly .. l'nWkm rf`tm r'skm .. mrWh !
"" syzyf "" lm t`d `l~ 'ktfh lSWkhrh
yHmlh ldhyn ywldwn fy mkhd` lrWqyq
w lbHr .. klSHr .. l yrw~ l`Tsh
l'nW mn yqwl "" l "" l yrtwy lW mn ldmw` !
.. fltrf`w `ywnkm llthy'r lmshnwq
fswf tnthwn mthlh .. Gd
w qbWlw zwjtkm .. hn .. `l~ qr`@ lTryq
fswf tnthwn h hn .. Gd
flnHn mrW ..
w l`nkbwt fwq '`nq lrjl ynsj lrd~
fqbWlw zwjtkm .. nWy trkt zwjty bl wd`
w n r'ytm Tfly ldhy trkth `l~ dhr`h bl dhr`
f`lWmwh lnHn !
`lWmwh lnHn !
llh . lm yGfr khTyy'@ lshyTn Hyn ql l !
w lwd` lTyWbwn ..
hm ldhyn yrthwn l'rD fy nhy@ lmd~
l'nWhm .. l yshnqwn !
f`lWmwh lnHn ..
w lys thmW mn mfr
l tHlmw b`lm s`yd
fkhlf klW qySr ymwt : qySr jdyd !
wkhlf klW thy'r ymwt : 'Hzn bl jdw~ ..
w dm`@ sd~ !
( mzj thlth ) :
y qySr l`Zym : qd 'khT't .. nWy '`trf
d`ny- `l~ mshnqty - 'lthm ydk
h 'ndh 'qbWl lHbl ldhy fy `nqy yltf
fhw ydk , w hw mjdk ldhy yjbrn 'n n`bdk
d`ny 'kfWr `n khTyy'ty
'mnHk - b`d mytty - jmjmty
tSwG mnh lk k's lshrbk lqwyW
.. fn f`lt m 'ryd :
n ys'lwk mrW@ `n dmy lshhyd
w hl tr~ mnHtny "" lwjwd "" ky tslbny "" lwjwd ""
fql lhm : qd mt .. Gyr Hqd `lyW
w hdhh lk's - lty knt `Zmh jmjmth -
wthyq@ lGfrn ly
y qtly : nWy SfHt `nk ..
fy llWHZ@ lty strHt b`dh mnWy :
strHt mnk !
lknWny .. 'wSyk n tsh' shnq ljmy`
'n trHm lshWjr !
l tqT` ljdhw` ky tnSbh mshnq
l tqT` ljdhw`
frbWm y'ty lrby`
"" w l`m `m jw` ""
fln tshm fy lfrw` .. nkh@ lthmr !
wrbWm ymrW fy bldn lSyf lkhTr
ftqT` lSHr . bHth `n lZll
fl tr~ sw~ lhjyr w lrml w lhjyr w lrml
w lZm' lnryW fy lDlw` !
y syWd lshwhd lbyD ",https://images.gr-assets.com/books/1355584177m/11380377.jpg,11380377,4.43,825,143,https://www.goodreads.com/book/show/11380377,Poetry,ara,10
